type,link_web,modelo,precio
usado,https://auto.mercadolibre.com.ar/MLA-1494703386-volkswagen-vento-highline-automatico-usado-2017-18-19-16-_JM#position=46&search_layout=grid&type=item&tracking_id=c6e3efcf-e2ff-4ec9-b068-52e23bd65142,Volkswagen Vento 1.4 Highline 150cv At,12.990.000
usado,https://auto.mercadolibre.com.ar/MLA-1482508240-audi-q5-usada-2017-20-tfsi-252cv-quattro-4x4-_JM#position=47&search_layout=grid&type=item&tracking_id=c6e3efcf-e2ff-4ec9-b068-52e23bd65142,Audi Q5 2.0 Tfsi 252cv,52.000
usado,https://auto.mercadolibre.com.ar/MLA-1470698614-audi-q2-usada-2017-14-tfsi-sport-150-cv-_JM#position=48&search_layout=grid&type=item&tracking_id=c6e3efcf-e2ff-4ec9-b068-52e23bd65142,Audi Q2 1.4 Tfsi Sport 150 Cv,28.000
usado,https://auto.mercadolibre.com.ar/MLA-1465347968-peugeot-308-allure-16-hdi-dc-_JM#position=1&search_layout=grid&type=item&tracking_id=4c15afca-0061-4bfa-93f7-ea5f25e7282f,Peugeot 308 1.6 Allure Hdi 115cv,9.998.000
usado,https://auto.mercadolibre.com.ar/MLA-1383888373-peugeot-308-16-allure-2017-_JM#position=2&search_layout=grid&type=item&tracking_id=4c15afca-0061-4bfa-93f7-ea5f25e7282f,Peugeot 308 1.6 Allure,6.300.000
usado,https://auto.mercadolibre.com.ar/MLA-1379222741-chevrolet-cruze-sedan-4-puertas-18-ltz-nafta-2015-manual-_JM#position=3&search_layout=grid&type=item&tracking_id=4c15afca-0061-4bfa-93f7-ea5f25e7282f,Chevrolet Cruze 1.8 Ltz Mt,4.800.000
usado,https://auto.mercadolibre.com.ar/MLA-1384265949-s-10-pick-up-dc-28-ctdi-_JM#position=4&search_layout=grid&type=item&tracking_id=4c15afca-0061-4bfa-93f7-ea5f25e7282f,Chevrolet S10 2.8 Ls Cd Tdci 200cv 4x2,12.200.000
usado,https://auto.mercadolibre.com.ar/MLA-1383827357-volkswagen-suran-16-comfortline-fsa-_JM#position=5&search_layout=grid&type=item&tracking_id=4c15afca-0061-4bfa-93f7-ea5f25e7282f,Volkswagen Suran 1.6 Comfortline,6.140.000
usado,https://auto.mercadolibre.com.ar/MLA-1384801125-chevrolet-astra-20-8v-gls-ii-nafta-manual-4-puertas-2011-vl-_JM#position=6&search_layout=grid&type=item&tracking_id=4c15afca-0061-4bfa-93f7-ea5f25e7282f,Chevrolet Astra 2.0 Gls,2.919.000
usado,https://auto.mercadolibre.com.ar/MLA-1386112583-volkswagen-amarok-2018-30-v6-extreme-usada-_JM#position=7&search_layout=grid&type=item&tracking_id=4c15afca-0061-4bfa-93f7-ea5f25e7282f,Volkswagen Amarok 3.0 V6 Extreme,32.000
usado,https://auto.mercadolibre.com.ar/MLA-1491152126-honda-civic-lx-1998-4-puertas-usado-oportunidad-americano-_JM#position=8&search_layout=grid&type=item&tracking_id=4c15afca-0061-4bfa-93f7-ea5f25e7282f,Honda Civic 1.6 Lx,2.200.000
usado,https://auto.mercadolibre.com.ar/MLA-1385428173-audi-a1-2013-usado-sportback-14-122cv-stronic-_JM#position=9&search_layout=grid&type=item&tracking_id=4c15afca-0061-4bfa-93f7-ea5f25e7282f,Audi A1 1.4 Ambition Tfsi 122cv Stronic,12.900
usado,https://auto.mercadolibre.com.ar/MLA-1380259673-ford-focus-4-puertas-16l-n-mt-s-2014-_JM#position=10&search_layout=grid&type=item&tracking_id=4c15afca-0061-4bfa-93f7-ea5f25e7282f,Ford Focus Iii 1.6 Sedan S,4.900.000
usado,https://auto.mercadolibre.com.ar/MLA-1472201944-chevrolet-tracker-18-ltz-4x4-nafta-automatico-5p-2014-vl-_JM#position=11&search_layout=grid&type=item&tracking_id=4c15afca-0061-4bfa-93f7-ea5f25e7282f,Chevrolet Tracker 1.8 Ltz+ Awd At 140cv,6.000.750
usado,https://auto.mercadolibre.com.ar/MLA-1381030223-volkswagen-gol-trend-16-serie-nafta-manual-5p-2018-vl-_JM#position=12&search_layout=grid&type=item&tracking_id=4c15afca-0061-4bfa-93f7-ea5f25e7282f,Volkswagen Gol Trend 1.6 Serie 101cv 5p,5.876.500
usado,https://auto.mercadolibre.com.ar/MLA-1476488594-chevrolet-cruze-ii-14-ltz-fp-_JM#position=13&search_layout=grid&type=item&tracking_id=4c15afca-0061-4bfa-93f7-ea5f25e7282f,Chevrolet Cruze Ii 1.4 Sedan Ltz,8.129.000
usado,https://auto.mercadolibre.com.ar/MLA-1383867543-chevrolet-prisma-14-ltz-nafta-manual-4-puertas-2016-vl-_JM#position=14&search_layout=grid&type=item&tracking_id=4c15afca-0061-4bfa-93f7-ea5f25e7282f,Chevrolet Prisma 1.4 Ltz 98cv,4.375.000
usado,https://auto.mercadolibre.com.ar/MLA-1477080808-suzuki-fun-14-ac-dh-nafta-manual-3-puertas-2008-vl-_JM#position=15&search_layout=grid&type=item&tracking_id=4c15afca-0061-4bfa-93f7-ea5f25e7282f,Suzuki Fun 1.4 N Aa Da,2.975.000
usado,https://auto.mercadolibre.com.ar/MLA-1476488600-s-10-pick-up-dc-28-td-hc-dc-_JM#position=16&search_layout=grid&type=item&tracking_id=4c15afca-0061-4bfa-93f7-ea5f25e7282f,Chevrolet S10 2.8 High Country Cd Tdci 200cv Manual 4x4,16.930.000
usado,https://auto.mercadolibre.com.ar/MLA-1479386810-chevrolet-spin-ltz-5-asientos-caja-manual-cc-_JM#position=17&search_layout=grid&type=item&tracking_id=4c15afca-0061-4bfa-93f7-ea5f25e7282f,Chevrolet Spin 1.8 Activ Ltz 5as 105cv,7.350.000
usado,https://auto.mercadolibre.com.ar/MLA-1495449804-chevrolet-onix-5p-4p-sedan-plus-14-0km-2023-oportunidad-_JM#position=18&search_layout=grid&type=item&tracking_id=4c15afca-0061-4bfa-93f7-ea5f25e7282f,Chevrolet Onix 1.4 Joy Ls,7.900.000
usado,https://auto.mercadolibre.com.ar/MLA-1385524455-ford-focus-l16-16-5-p-s-_JM#position=19&search_layout=grid&type=item&tracking_id=4c15afca-0061-4bfa-93f7-ea5f25e7282f,Ford Focus Iii 1.6 S,6.900.000
usado,https://auto.mercadolibre.com.ar/MLA-1385534547-ford-focus-l14-20-4-p-se-_JM#position=20&search_layout=grid&type=item&tracking_id=4c15afca-0061-4bfa-93f7-ea5f25e7282f,Ford Focus Iii 2.0 Se,6.990.000
usado,https://auto.mercadolibre.com.ar/MLA-1471886584-renault-clio-12-pack-plus-2011-_JM#position=21&search_layout=grid&type=item&tracking_id=4c15afca-0061-4bfa-93f7-ea5f25e7282f,Renault Clio 1.2 Pack Plus,3.700.000
usado,https://auto.mercadolibre.com.ar/MLA-1382393095-citroen-c4-5p-16-i-16v-x-pack-plus-2012-dc-_JM#position=22&search_layout=grid&type=item&tracking_id=4c15afca-0061-4bfa-93f7-ea5f25e7282f,Citroën C4 1.6 X Am71,4.067.000
usado,https://auto.mercadolibre.com.ar/MLA-1382376899-chevrolet-cruze-5-puertas-14-turbo-ltz-mt-2018-jdg-_JM#position=23&search_layout=grid&type=item&tracking_id=4c15afca-0061-4bfa-93f7-ea5f25e7282f,Chevrolet Cruze Ii 1.4 Ltz 153cv,9.801.500
usado,https://auto.mercadolibre.com.ar/MLA-1381468919-jeep-compass-20-td-limited-4x4-2021-full-usado-seleccionado-_JM#position=24&search_layout=grid&type=item&tracking_id=4c15afca-0061-4bfa-93f7-ea5f25e7282f,Jeep Compass 2.0 Td At9 4x4 Limited Plus,40.000
usado,https://auto.mercadolibre.com.ar/MLA-1381438961-jeep-compass-20-diesel-2021-usado-seleccionado-agencia-ofic-_JM#position=25&search_layout=grid&type=item&tracking_id=4c15afca-0061-4bfa-93f7-ea5f25e7282f,Jeep Compass 2.0 Td At9 4x4 Limited Plus,40.000
usado,https://auto.mercadolibre.com.ar/MLA-1381433095-citroen-c4-lounge-thp-165-at6-feel-2017-ja-_JM#position=26&search_layout=grid&type=item&tracking_id=4c15afca-0061-4bfa-93f7-ea5f25e7282f,Citroën C4 Lounge 1.6 Thp 165 At6 Feel,7.068.900
usado,https://auto.mercadolibre.com.ar/MLA-1379234041-usado-chevrolet-meriva-5-puertas-18-gl-plus-abg-2011-_JM#position=27&search_layout=grid&type=item&tracking_id=4c15afca-0061-4bfa-93f7-ea5f25e7282f,Chevrolet Meriva 1.8 Gl Plus,3.600.000
usado,https://auto.mercadolibre.com.ar/MLA-1453210574-renault-fluence-4-puertas-20-luxe-pack-2016-gd-_JM#position=28&search_layout=grid&type=item&tracking_id=4c15afca-0061-4bfa-93f7-ea5f25e7282f,Renault Fluence 2.0 Ph2 Luxe Pack 143cv,5.500.000
usado,https://auto.mercadolibre.com.ar/MLA-1451958908-jeep-renegade-sport-mt-tusados-gs-_JM#position=29&search_layout=grid&type=item&tracking_id=4c15afca-0061-4bfa-93f7-ea5f25e7282f,Jeep Renegade 1.8 Sport,12.490.000
usado,https://auto.mercadolibre.com.ar/MLA-1383316483-chevrolet-tracker-18-ltz-4x2-fwd-nafta-manual-5p-2018-vl-_JM#position=30&search_layout=grid&type=item&tracking_id=4c15afca-0061-4bfa-93f7-ea5f25e7282f,Chevrolet Tracker 1.8 Ltz,8.501.500
usado,https://auto.mercadolibre.com.ar/MLA-1381615831-fluence-4p-16-confort-_JM#position=31&search_layout=grid&type=item&tracking_id=4c15afca-0061-4bfa-93f7-ea5f25e7282f,Renault Fluence 1.6 Confort 110cv,4.800.000
usado,https://auto.mercadolibre.com.ar/MLA-1475972634-chevrolet-onix-14-ltz-at-98cv-gd-_JM#position=32&search_layout=grid&type=item&tracking_id=4c15afca-0061-4bfa-93f7-ea5f25e7282f,Chevrolet Onix 1.4 Ltz At 98cv,5.300.000
usado,https://auto.mercadolibre.com.ar/MLA-1480942718-audi-a1-2014-usado-2013-2015-puertas-automatico-a3-a4-a5-q3-_JM#position=33&search_layout=grid&type=item&tracking_id=4c15afca-0061-4bfa-93f7-ea5f25e7282f,Audi A1 1.4 Ambition Tfsi 122cv Stronic,16.500
usado,https://auto.mercadolibre.com.ar/MLA-1382383773-chevrolet-onix-lt-14-nafta-caja-manual-cc-_JM#position=34&search_layout=grid&type=item&tracking_id=4c15afca-0061-4bfa-93f7-ea5f25e7282f,Chevrolet Onix 1.4 Lt 98cv,5.000.000
usado,https://auto.mercadolibre.com.ar/MLA-1382434835-s-10-28-cd-4x4-ltz-tdci-200-cc-_JM#position=35&search_layout=grid&type=item&tracking_id=4c15afca-0061-4bfa-93f7-ea5f25e7282f,Chevrolet S10 2.8 Cd 4x4 Ltz Tdci 200cv At,9.600.000
usado,https://auto.mercadolibre.com.ar/MLA-1384791799-chevrolet-onix-onix-joy-5-puertas-14-2023-nuevos-y-usados-_JM#position=36&search_layout=grid&type=item&tracking_id=4c15afca-0061-4bfa-93f7-ea5f25e7282f,Chevrolet Onix 1.4 Joy Ls,8.500.000
usado,https://auto.mercadolibre.com.ar/MLA-1482323664-chrysler-jeep-renegade-18-4x2-sport-_JM#position=37&search_layout=grid&type=item&tracking_id=4c15afca-0061-4bfa-93f7-ea5f25e7282f,Jeep Renegade 1.8 Sport,9.500.000
usado,https://auto.mercadolibre.com.ar/MLA-1475093682-renault-kangoo-emotion-5-as-2021-dni-usado-oportunidad-enb-_JM#position=38&search_layout=grid&type=item&tracking_id=4c15afca-0061-4bfa-93f7-ea5f25e7282f,Renault Kangoo Ii Express Emotion 5a 1.6 Sce,10.380.000
usado,https://auto.mercadolibre.com.ar/MLA-1382169707-ford-ranger-2021-32-cd-xlt-tdci-200cv-mt-4x2-banchik-usado-_JM#position=39&search_layout=grid&type=item&tracking_id=4c15afca-0061-4bfa-93f7-ea5f25e7282f,Ford Ranger 3.2 Cd Xlt Tdci 200cv Manual 4x2,19.000.000
usado,https://auto.mercadolibre.com.ar/MLA-1466809360-nueva-fiorino-14-top-2018-62000km-fcio-tusado-oport-_JM#position=40&search_layout=grid&type=item&tracking_id=4c15afca-0061-4bfa-93f7-ea5f25e7282f,Fiat Fiorino 1.4 Fire Evo 87cv,6.688.000
usado,https://auto.mercadolibre.com.ar/MLA-1380309153-toyota-corolla-4-puertas-18-se-g-at-2013-_JM#position=41&search_layout=grid&type=item&tracking_id=4c15afca-0061-4bfa-93f7-ea5f25e7282f,Toyota Corolla 1.8 Se-g At 136cv,5.698.980
usado,https://auto.mercadolibre.com.ar/MLA-1455097252-renault-duster-20-privilege-4x4-2019-_JM#position=42&search_layout=grid&type=item&tracking_id=4c15afca-0061-4bfa-93f7-ea5f25e7282f,Renault Duster 2.0 Ph2 4x4 Privilege 143cv,10.800.000
usado,https://auto.mercadolibre.com.ar/MLA-1451895920-ford-focus-4-puertas-20-trend-exe-seda-2014-tm-_JM#position=43&search_layout=grid&type=item&tracking_id=4c15afca-0061-4bfa-93f7-ea5f25e7282f,Ford Focus Ii 2.0 Exe Sedan Trend,5.030.000
usado,https://auto.mercadolibre.com.ar/MLA-1376810439-jeep-compass-sport-13-0km-2023-tomo-usado-llave-x-llave-_JM#position=44&search_layout=grid&type=item&tracking_id=4c15afca-0061-4bfa-93f7-ea5f25e7282f,Jeep Compass 1.3 T270 Sport,10.910.500
usado,https://auto.mercadolibre.com.ar/MLA-1384290047-chevrolet-s10-28-cd-4x4-ltz-tdci-200cv-at-2017-_JM#position=45&search_layout=grid&type=item&tracking_id=4c15afca-0061-4bfa-93f7-ea5f25e7282f,Chevrolet S10 2.8 Cd 4x4 Ltz Tdci 200cv At,16.034.000
usado,https://auto.mercadolibre.com.ar/MLA-1479386824-citroen-c3-5-puertas-16-i-sx-nafta-2011-_JM#position=46&search_layout=grid&type=item&tracking_id=4c15afca-0061-4bfa-93f7-ea5f25e7282f,Citroën C3 1.6 I Sx,3.780.000
usado,https://auto.mercadolibre.com.ar/MLA-1383814647-peugeot-308-16-allure-2015-_JM#position=47&search_layout=grid&type=item&tracking_id=4c15afca-0061-4bfa-93f7-ea5f25e7282f,Peugeot 308 1.6 Allure,6.000.000
usado,https://auto.mercadolibre.com.ar/MLA-1476385982-chevrolet-s10-cd-28-lt-4x4-28-td-mt-2015-ac-_JM#position=48&search_layout=grid&type=item&tracking_id=4c15afca-0061-4bfa-93f7-ea5f25e7282f,Chevrolet S10 2.8 Cd 4x4 Lt Tdci 200cv,9.625.000
usado,https://auto.mercadolibre.com.ar/MLA-1381577423-ford-ka-5-puertas-15-16v-se-2016-_JM#position=1&search_layout=grid&type=item&tracking_id=dee5b4b2-1bef-4cf4-b76e-2c6074fd2b8e,Ford Ka 1.5 Se,4.600.000
usado,https://auto.mercadolibre.com.ar/MLA-1383903587-ford-fiesta-16-max-ambiente-p-nafta-manual-4p-2010-vl-_JM#position=2&search_layout=grid&type=item&tracking_id=dee5b4b2-1bef-4cf4-b76e-2c6074fd2b8e,Ford Fiesta 1.6 Max Ambiente Plus Mp3,3.120.250
usado,https://auto.mercadolibre.com.ar/MLA-1462451860-mini-cooper-s-20-at-2017-30000km-tomo-usado-unico-_JM#position=3&search_layout=grid&type=item&tracking_id=dee5b4b2-1bef-4cf4-b76e-2c6074fd2b8e,Mini Cooper S 2.0 F56 Chili 192cv,40.800
usado,https://auto.mercadolibre.com.ar/MLA-1384265957-citroen-c4-lounge-4p-16-hdi-115-mt-cc-_JM#position=4&search_layout=grid&type=item&tracking_id=dee5b4b2-1bef-4cf4-b76e-2c6074fd2b8e,Citroën C4 Lounge 1.6 Hdi 115 Feel Pack,6.080.000
usado,https://auto.mercadolibre.com.ar/MLA-1479414164-chevrolet-onix-5p-14-lt-cc-_JM#position=5&search_layout=grid&type=item&tracking_id=dee5b4b2-1bef-4cf4-b76e-2c6074fd2b8e,Chevrolet Onix 1.4 Lt Mt 98cv,4.090.000
usado,https://auto.mercadolibre.com.ar/MLA-1382510709-audi-a1-2018-2017-2019-a200-b200-118-mini-copper-usado-a3-q2-_JM#position=6&search_layout=grid&type=item&tracking_id=dee5b4b2-1bef-4cf4-b76e-2c6074fd2b8e,Mercedes-benz Clase A 1.6 A200 Urban 156cv,23.000
usado,https://auto.mercadolibre.com.ar/MLA-1491604808-renault-kangoo-express-16-confort-sce-l18-_JM#position=7&search_layout=grid&type=item&tracking_id=dee5b4b2-1bef-4cf4-b76e-2c6074fd2b8e,Renault Kangoo 1.6 Furgon Ph3 Gran Confort Lc,11.000.000
usado,https://auto.mercadolibre.com.ar/MLA-1384980923-renault-sandero-authentique-16-8v-nafta-2017-usado-ff-_JM#position=8&search_layout=grid&type=item&tracking_id=dee5b4b2-1bef-4cf4-b76e-2c6074fd2b8e,Renault Sandero 1.6 Authentique 90cv Nac,5.280.000
usado,https://auto.mercadolibre.com.ar/MLA-1382418313-honda-civic-lxs-2015-fp-_JM#position=9&search_layout=grid&type=item&tracking_id=dee5b4b2-1bef-4cf4-b76e-2c6074fd2b8e,Honda Civic 1.8 Lxs At 140cv,6.739.000
usado,https://auto.mercadolibre.com.ar/MLA-1381755897-nueva-fiorino-14-top-2018-62000km-fcio-tusado-oport-_JM#position=10&search_layout=grid&type=item&tracking_id=dee5b4b2-1bef-4cf4-b76e-2c6074fd2b8e,Fiat Fiorino 1.4 Fire Evo 87cv,6.687.999
usado,https://auto.mercadolibre.com.ar/MLA-1465619212-fiat-palio-attractive-14-top-2017-66000km-g-n-c-tusado-_JM#position=11&search_layout=grid&type=item&tracking_id=dee5b4b2-1bef-4cf4-b76e-2c6074fd2b8e,Fiat Palio 1.4 Nuevo Attractive Pack Top 85cv,5.898.000
usado,https://auto.mercadolibre.com.ar/MLA-1383927999-volkswagen-gol-trend-5puertas-16-gp-pack-ii-2013-_JM#position=12&search_layout=grid&type=item&tracking_id=dee5b4b2-1bef-4cf4-b76e-2c6074fd2b8e,Volkswagen Gol Trend 1.6 Pack Ii 101cv,4.375.000
usado,https://auto.mercadolibre.com.ar/MLA-1383321625-ds-3-puretech-110-at6-so-chic-2018-40000km-fcio-tusado-_JM#position=13&search_layout=grid&type=item&tracking_id=dee5b4b2-1bef-4cf4-b76e-2c6074fd2b8e,Ds Ds3 1.2 Puretech 110 At6 So Chic,11.447.999
usado,https://auto.mercadolibre.com.ar/MLA-1383333563-ds-3-puretech-110-at6-so-chic-2018-40000km-fcio-tusado-_JM#position=14&search_layout=grid&type=item&tracking_id=dee5b4b2-1bef-4cf4-b76e-2c6074fd2b8e,Ds Ds3 1.2 Puretech 110 At6 So Chic,11.448.000
usado,https://auto.mercadolibre.com.ar/MLA-1383924717-chevrolet-onix-5puertas-14-effect-2015-tm-_JM#position=15&search_layout=grid&type=item&tracking_id=dee5b4b2-1bef-4cf4-b76e-2c6074fd2b8e,Chevrolet Onix 1.4 Effect 98cv,5.030.000
usado,https://auto.mercadolibre.com.ar/MLA-1467678972-fiat-argo-13-drive-gse-manual-2018-jrb-_JM#position=16&search_layout=grid&type=item&tracking_id=dee5b4b2-1bef-4cf4-b76e-2c6074fd2b8e,Fiat Argo 1.3 Drive Gse Manual,6.471.000
usado,https://auto.mercadolibre.com.ar/MLA-1380517703-fiat-grand-siena-essence-16-16v-2014-110000km-fcio-tusado-_JM#position=17&search_layout=grid&type=item&tracking_id=dee5b4b2-1bef-4cf4-b76e-2c6074fd2b8e,Fiat Grand Siena 1.6 Essence 115cv Pack Seguridad,4.757.999
usado,https://auto.mercadolibre.com.ar/MLA-1462502010-fiat-grand-siena-essence-16-16v-2014-110000km-fcio-tusado-_JM#position=18&search_layout=grid&type=item&tracking_id=dee5b4b2-1bef-4cf4-b76e-2c6074fd2b8e,Fiat Grand Siena 1.6 Essence 115cv Pack Seguridad,4.758.000
usado,https://auto.mercadolibre.com.ar/MLA-1476024262-2008-5p-16-thp-sport-gdr-_JM#position=19&search_layout=grid&type=item&tracking_id=dee5b4b2-1bef-4cf4-b76e-2c6074fd2b8e,Peugeot 2008 1.6 Thp Sport,5.698.000
usado,https://auto.mercadolibre.com.ar/MLA-1475999492-fiesta-kinetic-design-attrac-se-jrb-_JM#position=20&search_layout=grid&type=item&tracking_id=dee5b4b2-1bef-4cf4-b76e-2c6074fd2b8e,Ford Fiesta Kinetic Design 1.6 Se 120cv,4.896.000
usado,https://auto.mercadolibre.com.ar/MLA-1446879886-fluence-20-luxe-_JM#position=21&search_layout=grid&type=item&tracking_id=dee5b4b2-1bef-4cf4-b76e-2c6074fd2b8e,Renault Fluence 2.0 Ph2 Luxe 143cv,4.600.000
usado,https://auto.mercadolibre.com.ar/MLA-1476488286-ford-ecosport-se-15l-mt-n-2018-af-_JM#position=22&search_layout=grid&type=item&tracking_id=dee5b4b2-1bef-4cf4-b76e-2c6074fd2b8e,Ford Ecosport 1.5 Se 123cv 4x2 Manual,6.750.000
usado,https://auto.mercadolibre.com.ar/MLA-1383902829-chevrolet-prisma-14-joy-ls-nafta-manual-4p-2017-vl-_JM#position=23&search_layout=grid&type=item&tracking_id=dee5b4b2-1bef-4cf4-b76e-2c6074fd2b8e,Chevrolet Onix 1.4 Joy Ls + 98cv,5.374.250
usado,https://auto.mercadolibre.com.ar/MLA-1445814236-jeep-commander-limited-20-at9-4x4-2022-5000km-fcio-tusado-_JM#position=24&search_layout=grid&type=item&tracking_id=dee5b4b2-1bef-4cf4-b76e-2c6074fd2b8e,Jeep Commander 2.0 Td380 At9 4x4 7pas Limited,55.499
usado,https://auto.mercadolibre.com.ar/MLA-1384277857-spin-5p-18-ltz-7a-2014-_JM#position=25&search_layout=grid&type=item&tracking_id=dee5b4b2-1bef-4cf4-b76e-2c6074fd2b8e,Chevrolet Spin 1.8 Ltz 7as 105cv,4.100.000
usado,https://auto.mercadolibre.com.ar/MLA-1476385990-peugeot-408-20-allure-143cv-ja-_JM#position=26&search_layout=grid&type=item&tracking_id=dee5b4b2-1bef-4cf4-b76e-2c6074fd2b8e,Peugeot 408 2.0 Allure 143cv,5.025.000
usado,https://auto.mercadolibre.com.ar/MLA-1473242606-ford-ecosport-se-15l-mt-n-gd-_JM#position=27&search_layout=grid&type=item&tracking_id=dee5b4b2-1bef-4cf4-b76e-2c6074fd2b8e,Ford Ecosport 1.5 Se 123cv 4x2 Manual,6.370.000
usado,https://auto.mercadolibre.com.ar/MLA-1473676342-3008-5p-16-allure-_JM#position=28&search_layout=grid&type=item&tracking_id=dee5b4b2-1bef-4cf4-b76e-2c6074fd2b8e,Peugeot 3008 1.6 Allure Thp 163cv,4.400.000
usado,https://auto.mercadolibre.com.ar/MLA-1445814238-jeep-commander-limited-20-at9-4x4-2022-5000km-fcio-tusado-_JM#position=29&search_layout=grid&type=item&tracking_id=dee5b4b2-1bef-4cf4-b76e-2c6074fd2b8e,Jeep Commander 2.0 Td380 At9 4x4 7pas Limited,55.500
usado,https://auto.mercadolibre.com.ar/MLA-1448811530-fiat-palio-attractive-14-top-2017-66000km-g-n-c-tusado-_JM#position=30&search_layout=grid&type=item&tracking_id=dee5b4b2-1bef-4cf4-b76e-2c6074fd2b8e,Fiat Palio 1.4 Nuevo Attractive Pack Top 85cv,5.897.999
usado,https://auto.mercadolibre.com.ar/MLA-1383461413-toyota-corolla-cross-xli-2023-20-nafta-suv-usadas-_JM#position=31&search_layout=grid&type=item&tracking_id=dee5b4b2-1bef-4cf4-b76e-2c6074fd2b8e,Toyota Corolla Cross 2.0 Xli Cvt,27.000
usado,https://auto.mercadolibre.com.ar/MLA-1383121719-chevrolet-spin-18-ltz-7as-105cv-2017-_JM#position=32&search_layout=grid&type=item&tracking_id=dee5b4b2-1bef-4cf4-b76e-2c6074fd2b8e,Chevrolet Spin 1.8 Ltz 7as 105cv,7.400.000
usado,https://auto.mercadolibre.com.ar/MLA-1382634211-fiat-palio-attractive-14-top-2017-58000km-tusado-oport-_JM#position=33&search_layout=grid&type=item&tracking_id=dee5b4b2-1bef-4cf4-b76e-2c6074fd2b8e,Fiat Palio 1.4 Nuevo Attractive Pack Top 85cv,5.797.999
usado,https://auto.mercadolibre.com.ar/MLA-1382656375-fiat-palio-attractive-14-top-2017-58000km-tusado-oport-_JM#position=34&search_layout=grid&type=item&tracking_id=dee5b4b2-1bef-4cf4-b76e-2c6074fd2b8e,Fiat Palio 1.4 Nuevo Attractive Pack Top 85cv,5.798.000
usado,https://auto.mercadolibre.com.ar/MLA-1382554981-peugeot-308-5-puertas-16-allure-2017-_JM#position=35&search_layout=grid&type=item&tracking_id=dee5b4b2-1bef-4cf4-b76e-2c6074fd2b8e,Peugeot 308 1.6 Allure,6.650.000
usado,https://auto.mercadolibre.com.ar/MLA-1469715858-chevrolet-onix-5-puertas-14-joy-ls-lv-2019-_JM#position=36&search_layout=grid&type=item&tracking_id=dee5b4b2-1bef-4cf4-b76e-2c6074fd2b8e,Chevrolet Onix 1.4 Joy Ls,5.250.000
usado,https://auto.mercadolibre.com.ar/MLA-1382379839-nissan-march-sense-pure-drive-f2-2018-am-_JM#position=37&search_layout=grid&type=item&tracking_id=dee5b4b2-1bef-4cf4-b76e-2c6074fd2b8e,Nissan March 1.6 Sense 107cv,5.350.000
usado,https://auto.mercadolibre.com.ar/MLA-1382379323-chevrolet-onix-5-puertas-14-lt-2017-ll-_JM#position=38&search_layout=grid&type=item&tracking_id=dee5b4b2-1bef-4cf4-b76e-2c6074fd2b8e,Chevrolet Onix 1.4 Lt 98cv,5.811.220
usado,https://auto.mercadolibre.com.ar/MLA-1485856900-toyota-corolla-cross-seg-hv-usado-cert-ver-condicion-vta-mr-_JM#position=39&search_layout=grid&type=item&tracking_id=dee5b4b2-1bef-4cf4-b76e-2c6074fd2b8e,Toyota Corolla Cross 1.8 Seg Ecvt,21.000.000
usado,https://auto.mercadolibre.com.ar/MLA-1381209225-fiat-cronos-13-drive-conectividad-2021-60000km-fcio-tusad-_JM#position=40&search_layout=grid&type=item&tracking_id=dee5b4b2-1bef-4cf4-b76e-2c6074fd2b8e,Fiat Cronos 1.3 Gse Drive Pack Conectividad,8.348.000
