type,link_web,modelo,precio,marca,anio,version,color,combustible,puertas,transmision,motor,vehiculo
0km,https://auto.mercadolibre.com.ar/MLA-1144736920-peugeot-expert-furgon-hdi-okm-2023-walter-_JM#position=1&search_layout=grid&type=item&tracking_id=964df157-3c92-4d8c-9e7c-17ae57bb75b0,Peugeot Expert Furgon Premiun Hdi,11.900.000,Peugeot,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1443654312-renault-kangoo-ii-express-confort-16-sce-okm-_JM#position=2&search_layout=grid&type=item&tracking_id=964df157-3c92-4d8c-9e7c-17ae57bb75b0,Renault Kangoo Express Confort 1.6 Sce,3.148.343,Renault,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1371996953-jeep-renegade-serie-s-t270-13-2023-okm-4x2-caja-automatica-_JM#position=3&search_layout=grid&type=item&tracking_id=964df157-3c92-4d8c-9e7c-17ae57bb75b0,Jeep Renegade Serie S,22.500.000,Jeep,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1371614709-toyota-hiace-28-tdi-commuter-6at-14a-okm-patentada-_JM#position=4&search_layout=grid&type=item&tracking_id=964df157-3c92-4d8c-9e7c-17ae57bb75b0,Toyota Hiace 2.8 Tdi Commuter 6at 14a,45.500,Toyota,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1479916342-volkswagen-taos-confortline-okm-2023-concesionario43-_JM#position=5&search_layout=grid&type=item&tracking_id=964df157-3c92-4d8c-9e7c-17ae57bb75b0,Volkswagen Taos 1.4 250 Tsi Comfortline,17.700.000,Volkswagen,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1475923750-fiat-cronos-okm-usado-palio-punto-corsa-clio-argo-sandero-ec-_JM#position=6&search_layout=grid&type=item&tracking_id=964df157-3c92-4d8c-9e7c-17ae57bb75b0,Fiat Cronos 1.3 Gse Drive Pack Conectividad,350.000,Fiat,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1471078538-volkswagen-amarok-extreme-v6-okm-2023-concesionario43-_JM#position=7&search_layout=grid&type=item&tracking_id=964df157-3c92-4d8c-9e7c-17ae57bb75b0,Volkswagen Amarok 3.0 V6 Extreme,27.500.000,Volkswagen,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1461974598-volkswagen-amarok-extreme-v6-4x4-258cv-okm-leasing-financio-_JM#position=8&search_layout=grid&type=item&tracking_id=964df157-3c92-4d8c-9e7c-17ae57bb75b0,Volkswagen Amarok 3.0 V6 Extreme,21.980.000,Volkswagen,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1450477980-chevrolet-s10-ltz-4x4-at-okmmm7-_JM#position=9&search_layout=grid&type=item&tracking_id=964df157-3c92-4d8c-9e7c-17ae57bb75b0,Chevrolet S10 2.8 Cd 4x4 Ltz Tdci 200cv At,14.996.980,Chevrolet,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1377347829-chevrolet-spin-lt-okmmm7-_JM#position=10&search_layout=grid&type=item&tracking_id=964df157-3c92-4d8c-9e7c-17ae57bb75b0,Chevrolet Spin 1.8 Lt 5as 105cv,8.599.900,Chevrolet,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1377345573-chevrolet-s10-z71-4x4-at-okmmm7-_JM#position=11&search_layout=grid&type=item&tracking_id=964df157-3c92-4d8c-9e7c-17ae57bb75b0,Chevrolet S10 2.8 Cd 4x4 Z71 Tdci 200cv At,14.079.852,Chevrolet,2023,2.8 Cd 4x4 Z71 Tdci 200cv At,Gris,Eléctrico,4,Automática,2.8,Pick-Up
0km,https://auto.mercadolibre.com.ar/MLA-1450221660-chevrolet-tracker-12-turbo-at-okmmm7-_JM#position=12&search_layout=grid&type=item&tracking_id=964df157-3c92-4d8c-9e7c-17ae57bb75b0,Chevrolet Tracker 1.2 Turbo At,8.256.363,Chevrolet,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1450549126-chevrolet-cruze-ltz-at-okmmm7-_JM#position=13&search_layout=grid&type=item&tracking_id=964df157-3c92-4d8c-9e7c-17ae57bb75b0,Chevrolet Cruze 1.4 Ltz At Sedan,10.159.850,Chevrolet,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1377331697-s10-z71-4x4-at-okmmm7-_JM#position=14&search_layout=grid&type=item&tracking_id=964df157-3c92-4d8c-9e7c-17ae57bb75b0,Chevrolet S10 2.8 Cd 4x4 Z71 Tdci 200cv At,14.029.885,Chevrolet,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1450549030-chevrolet-tracker-premier-okm1mm7-_JM#position=15&search_layout=grid&type=item&tracking_id=964df157-3c92-4d8c-9e7c-17ae57bb75b0,Chevrolet Tracker 1.2 Premier Turbo At,11.789.956,Chevrolet,2023,1.2 Premier Turbo At,Gris,Nafta,5,Automática,1.2,SUV
0km,https://auto.mercadolibre.com.ar/MLA-1450548398-chevrolet-cruze-lt-at-okmmm7-_JM#position=16&search_layout=grid&type=item&tracking_id=964df157-3c92-4d8c-9e7c-17ae57bb75b0,Chevrolet Cruze 1.4 Lt At Sedan,8.799.900,Chevrolet,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1450297746-chevrolet-equinox-premier-okmmm7-_JM#position=17&search_layout=grid&type=item&tracking_id=964df157-3c92-4d8c-9e7c-17ae57bb75b0,Chevrolet Equinox 1.5t Premier 4wd,22.599.800,Chevrolet,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1450473232-chevrolet-tracker-premier-okmmm7-_JM#position=18&search_layout=grid&type=item&tracking_id=964df157-3c92-4d8c-9e7c-17ae57bb75b0,Chevrolet Tracker 1.2 Premier Turbo At,11.899.900,Chevrolet,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1450548172-chevrolet-s10-z71-4x4-at-okmmm7-_JM#position=19&search_layout=grid&type=item&tracking_id=964df157-3c92-4d8c-9e7c-17ae57bb75b0,Chevrolet S10 2.8 Cd 4x4 Z71 Tdci 200cv At,14.298.741,Chevrolet,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1450195012-chevrolet-s10-z71-4x4-at-okmmm7-_JM#position=20&search_layout=grid&type=item&tracking_id=964df157-3c92-4d8c-9e7c-17ae57bb75b0,Chevrolet S10 2.8 Cd 4x4 Z71 Tdci 200cv At,14.098.630,Chevrolet,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1450320156-chevrolet-tracker-premier-okmmm7-_JM#position=21&search_layout=grid&type=item&tracking_id=964df157-3c92-4d8c-9e7c-17ae57bb75b0,Chevrolet Tracker 1.2 Premier Turbo At,11.799.900,Chevrolet,2023,1.2 Premier Turbo At,Negro,Nafta,5,Automática,1.2,SUV
0km,https://auto.mercadolibre.com.ar/MLA-1450229866-chevrolet-s10-z71-4x4-at-okmmm7-_JM#position=22&search_layout=grid&type=item&tracking_id=964df157-3c92-4d8c-9e7c-17ae57bb75b0,Chevrolet S10 2.8 Cd 4x4 Z71 Tdci 200cv At,13.898.982,Chevrolet,2023,2.8 Cd 4x4 Z71 Tdci 200cv At,Gris,Eléctrico,4,Automática,2.8,Pick-Up
0km,https://auto.mercadolibre.com.ar/MLA-1450192304-chevrolet-cruze-ltz-at-okmmm7-_JM#position=23&search_layout=grid&type=item&tracking_id=964df157-3c92-4d8c-9e7c-17ae57bb75b0,Chevrolet Cruze 1.4 Ltz At Sedan,9.789.900,Chevrolet,2023,1.4 Ltz At Sedan,Plateado,Nafta,4,Automática,1.4,Sedán
0km,https://auto.mercadolibre.com.ar/MLA-1450293820-chevrolet-s10-ltz-4x4-at-okmmm7-_JM#position=24&search_layout=grid&type=item&tracking_id=964df157-3c92-4d8c-9e7c-17ae57bb75b0,Chevrolet S10 2.8 Cd 4x4 Ltz Tdci 200cv At,14.899.700,Chevrolet,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1376259565-chevrolet-trailblazer-okmmm7-_JM#position=25&search_layout=grid&type=item&tracking_id=964df157-3c92-4d8c-9e7c-17ae57bb75b0,Chevrolet Trailblazer 2.8 Nueva Ltz Tdci 200cv,22.198.890,Chevrolet,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1375905771-chevrolet-s10-ltz-4x4-at-okmmm7-_JM#position=26&search_layout=grid&type=item&tracking_id=964df157-3c92-4d8c-9e7c-17ae57bb75b0,Chevrolet S10 2.8 Cd 4x4 Ltz Tdci 200cv At,14.089.800,Chevrolet,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1437424260-fiat-cronos-drive-pack-plus-okm-2023-_JM#position=27&search_layout=grid&type=item&tracking_id=964df157-3c92-4d8c-9e7c-17ae57bb75b0,Fiat Cronos 1.3 Drive Mt,8.300.000,Fiat,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1372372115-nueva-fiat-strada-2023-okm-tomo-working-adventure-fiorino-p-_JM#position=28&search_layout=grid&type=item&tracking_id=964df157-3c92-4d8c-9e7c-17ae57bb75b0,Fiat Strada 1.4 8v Freedom Cd,2.400.000,Fiat,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1425573058-fiat-argo-drive-cvt-ultimas-unidades-para-entregar-okm-s--_JM#position=29&search_layout=grid&type=item&tracking_id=964df157-3c92-4d8c-9e7c-17ae57bb75b0,Fiat Argo 1.3 Drive Gse Automática,6.500.900,Fiat,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1410613906-volkswagen-amarok-trendline-140cv-4x2-manual-okm-rt-a1-_JM#position=30&search_layout=grid&type=item&tracking_id=964df157-3c92-4d8c-9e7c-17ae57bb75b0,Volkswagen Amarok 2.0 Cd Tdi 140cv Trendline,12.490.000,Volkswagen,2023,2.0 Cd Tdi 140cv Trendline,Blanco,Diésel,4,Manual,2.0,Pick-Up
0km,https://auto.mercadolibre.com.ar/MLA-1403967882-citroen-c3-2023-vti-eat6-feel-pack-look-okm-tope-gama-ya-_JM#position=31&search_layout=grid&type=item&tracking_id=964df157-3c92-4d8c-9e7c-17ae57bb75b0,Citroën C3 1.6 Vti 115 Feel,16.500,Citroën,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1392454730-vw-nivus-10-turbo-highline-okm-patentado-2022-sg-_JM#position=32&search_layout=grid&type=item&tracking_id=964df157-3c92-4d8c-9e7c-17ae57bb75b0,Volkswagen Nivus 1.0 Tsi Tiptronic Highline,19.000.000,Volkswagen,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1322684477-volkswagen-polo-track-16-manual-okm-entrega-ya-rt-a1-_JM#position=33&search_layout=grid&type=item&tracking_id=964df157-3c92-4d8c-9e7c-17ae57bb75b0,Volkswagen Polo Trend,8.990.000,Volkswagen,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1317559433-volkswagen-taos-comfortline-250tsi-at-okm-stock-fisico-rt-a1-_JM#position=34&search_layout=grid&type=item&tracking_id=964df157-3c92-4d8c-9e7c-17ae57bb75b0,Volkswagen Taos 1.4 250 Tsi Comfortline,16.600.000,Volkswagen,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1317552920-volkswagen-taos-highline-250tsi-150cv-aut-okm-stock-rt-a1-_JM#position=35&search_layout=grid&type=item&tracking_id=964df157-3c92-4d8c-9e7c-17ae57bb75b0,Volkswagen Taos 1.4 250 Tsi Highline,21.700.000,Volkswagen,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1317424905-volkswagen-taos-comfortline-250tsi-14t-150cv-aut-okm-rt-a1-_JM#position=36&search_layout=grid&type=item&tracking_id=964df157-3c92-4d8c-9e7c-17ae57bb75b0,Volkswagen Taos 1.4 250 Tsi Comfortline,16.700.000,Volkswagen,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1317552874-volkswagen-amarok-v6-extreme-258cv-at-okm-stock-fisico-rt-a1-_JM#position=37&search_layout=grid&type=item&tracking_id=964df157-3c92-4d8c-9e7c-17ae57bb75b0,Volkswagen Amarok 3.0 V6 Extreme,26.900.000,Volkswagen,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1317546204-volkswagen-amarok-highline-180cv-4x2-aut-okm-entrega-rt-a1-_JM#position=38&search_layout=grid&type=item&tracking_id=964df157-3c92-4d8c-9e7c-17ae57bb75b0,Volkswagen Amarok 2.0 Cd Tdi 180cv Highline At,17.600.000,Volkswagen,2023,2.0 Cd Tdi 180cv Highline At,Azul,Diésel,4,Automática,2.0,Pick-Up
0km,https://auto.mercadolibre.com.ar/MLA-1317559144-volkswagen-amarok-comfortline-180cv-4x2-automatic-okm-rt-a1-_JM#position=39&search_layout=grid&type=item&tracking_id=964df157-3c92-4d8c-9e7c-17ae57bb75b0,Volkswagen Amarok 2.0 Cd Tdi 180cv Comfortline At,15.700.000,Volkswagen,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1317424661-volkswagen-amarok-comfortline-180cv-4x2-manual-okm-rt-a1-_JM#position=40&search_layout=grid&type=item&tracking_id=964df157-3c92-4d8c-9e7c-17ae57bb75b0,Volkswagen Amarok 2.0 Cd Tdi 180cv Comfortline,14.400.000,Volkswagen,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1317559093-volkswagen-amarok-trendline-140cv-4x4-okm-entrega-ya-rt-a1-_JM#position=41&search_layout=grid&type=item&tracking_id=964df157-3c92-4d8c-9e7c-17ae57bb75b0,Volkswagen Amarok 2.0 Cs Tdi 140cv Trendline 4x4,12.700.000,Volkswagen,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1317449288-volkswagen-amarok-v6-comfortline-258cv-4x4-at-okm-entr-rt-a1-_JM#position=42&search_layout=grid&type=item&tracking_id=964df157-3c92-4d8c-9e7c-17ae57bb75b0,Volkswagen Amarok 3.0 V6 Cd Comfortline,19.200.000,Volkswagen,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1457213820-volkswagen-amarok-2023-30-v6-extreme-entrega-inmediata-okm-_JM#position=43&search_layout=grid&type=item&tracking_id=964df157-3c92-4d8c-9e7c-17ae57bb75b0,Volkswagen Amarok 3.0 V6 Extreme,26.190.000,Volkswagen,2023,3.0 V6 Extreme,Gris,Diésel,4,Automática,3.0,Pick-Up
0km,https://auto.mercadolibre.com.ar/MLA-1374733343-citron-nuevo-c3-2023-16-vti-115-at6-feel-pack-okm-_JM#position=44&search_layout=grid&type=item&tracking_id=964df157-3c92-4d8c-9e7c-17ae57bb75b0,Citroën C3 1.6 Vti 115 At6 Feel,11.875.000,Citroën,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1379197761-volkswagen-amarok-2023-30-v6-cd-comfortline-258cv-okm-_JM#position=45&search_layout=grid&type=item&tracking_id=964df157-3c92-4d8c-9e7c-17ae57bb75b0,Volkswagen Amarok 3.0 V6 Cd Comfortline,18.900.000,Volkswagen,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1379184301-volkswagen-amarok-2023-30-v6-cd-highline-258cv-okm-_JM#position=46&search_layout=grid&type=item&tracking_id=964df157-3c92-4d8c-9e7c-17ae57bb75b0,Volkswagen Amarok 3.0 V6 Cd Highline,23.200.000,Volkswagen,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1457201024-volkswagen-amarok-2023-30-v6-extreme-black-style-okm-_JM#position=47&search_layout=grid&type=item&tracking_id=964df157-3c92-4d8c-9e7c-17ae57bb75b0,Volkswagen Amarok 3.0 V6 Extreme Black Style,29.500.000,Volkswagen,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1377335587-chevrolet-tracker-premier-okmmm7-_JM#position=48&search_layout=grid&type=item&tracking_id=964df157-3c92-4d8c-9e7c-17ae57bb75b0,Chevrolet Tracker 1.2 Premier Turbo At,10.999.850,Chevrolet,2023,1.2 Premier Turbo At,Gris,Nafta,5,Automática,1.2,SUV
0km,https://auto.mercadolibre.com.ar/MLA-1366309705-fiat-cronos-drive-pack-s-design-2023-okm-patentado-_JM#position=1&search_layout=grid&type=item&tracking_id=4cf9c1d1-ada6-40f4-8b2e-9c244aaba82a,Fiat Cronos 1.3 Drive S-design Mt,8.280.000,Fiat,2023,1.3 Drive S-design Mt,Negro,Nafta,4,Manual,1.3,Sedán
0km,https://auto.mercadolibre.com.ar/MLA-1425540680-fiat-cronos-precision-at-2023-okm-_JM#position=2&search_layout=grid&type=item&tracking_id=4cf9c1d1-ada6-40f4-8b2e-9c244aaba82a,Fiat Cronos 1.3 Precision Cvt,8.950.000,Fiat,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1395736876-fiat-cronos-precision-at-2023-okm-_JM#position=3&search_layout=grid&type=item&tracking_id=4cf9c1d1-ada6-40f4-8b2e-9c244aaba82a,Fiat Cronos 1.3 Precision Cvt,8.940.000,Fiat,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1140803907-hyundai-creta-safety-okm-2023-promocopn-erspecial-_JM#position=4&search_layout=grid&type=item&tracking_id=4cf9c1d1-ada6-40f4-8b2e-9c244aaba82a,Hyundai Creta Safety,25.500,Hyundai,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1377333267-chevrolet-cruze-premier-okmmm7-_JM#position=5&search_layout=grid&type=item&tracking_id=4cf9c1d1-ada6-40f4-8b2e-9c244aaba82a,Chevrolet Cruze 1.4 Premier Sedan,10.998.852,Chevrolet,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1450473356-chevrolet-cruze-premier-okmmm7-_JM#position=6&search_layout=grid&type=item&tracking_id=4cf9c1d1-ada6-40f4-8b2e-9c244aaba82a,Chevrolet Cruze 5 1.4 Premier 5p,10.999.850,Chevrolet,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1366298701-fiat-cronos-drive-pack-design-2023-okm-patentado-_JM#position=7&search_layout=grid&type=item&tracking_id=4cf9c1d1-ada6-40f4-8b2e-9c244aaba82a,Fiat Cronos 1.3 Drive S-design Mt,8.200.000,Fiat,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1450221312-chevrolet-s10ltz-4x4-at-okmmm7-_JM#position=8&search_layout=grid&type=item&tracking_id=4cf9c1d1-ada6-40f4-8b2e-9c244aaba82a,Chevrolet S10 2.8 Cd 4x4 Ltz Tdci 200cv At,14.899.990,Chevrolet,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1442346390-renault-stepway-zen-intense-16-full-okm-2023-2020-lnv-_JM#position=9&search_layout=grid&type=item&tracking_id=4cf9c1d1-ada6-40f4-8b2e-9c244aaba82a,Renault Sandero Stepway 1.6 16v Intense,4.299.999,Renault,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1485894764-toyota-corolla-cross-18-xei-ecvt-hibrido-bco-perlado-okm-_JM#position=10&search_layout=grid&type=item&tracking_id=4cf9c1d1-ada6-40f4-8b2e-9c244aaba82a,Toyota Corolla Cross 1.8 Xei Ecvt,33.900,Toyota,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1420646102-strada-volcano-okm-anticipo-o-tomo-usado-m-_JM#position=11&search_layout=grid&type=item&tracking_id=4cf9c1d1-ada6-40f4-8b2e-9c244aaba82a,Fiat Strada 1.3 Volcano,3.141.500,Fiat,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1298801967-fiat-cronos-precision-13-at-okm-_JM#position=12&search_layout=grid&type=item&tracking_id=4cf9c1d1-ada6-40f4-8b2e-9c244aaba82a,Fiat Cronos Precision 1.3 Cvt,8.950.000,Fiat,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1450325024-chevrolet-tracker-premier-okmmm7-_JM#position=13&search_layout=grid&type=item&tracking_id=4cf9c1d1-ada6-40f4-8b2e-9c244aaba82a,Chevrolet Tracker 1.2 Premier Turbo At,11.699.874,Chevrolet,2023,1.2 Premier Turbo At,Plateado,Nafta,5,Automática,1.2,SUV
0km,https://auto.mercadolibre.com.ar/MLA-1362322251-fiat-cronos-drive-pack-s-design-2023-okm-_JM#position=14&search_layout=grid&type=item&tracking_id=4cf9c1d1-ada6-40f4-8b2e-9c244aaba82a,Fiat Cronos 1.3 Drive S-design Mt,8.250.000,Fiat,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1485889682-toyota-etios-okm-15-5-ptasxls-full-full-_JM#position=15&search_layout=grid&type=item&tracking_id=4cf9c1d1-ada6-40f4-8b2e-9c244aaba82a,Toyota Etios 1.5 Sedan Xls My19,15.000,Toyota,2021,1.5 Sedan Xls My19,Gris,Nafta,4,Manual,1.5,Sedán
0km,https://auto.mercadolibre.com.ar/MLA-1373203463-renault-logan-zen-16-16v-okm-2023-oferta-_JM#position=16&search_layout=grid&type=item&tracking_id=4cf9c1d1-ada6-40f4-8b2e-9c244aaba82a,Renault Logan 1.6 16v Zen,7.642.300,Renault,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1372554153-citron-jumper-2022-22-435-l2h2-hdi-130-mt6-okm-lem-_JM#position=17&search_layout=grid&type=item&tracking_id=4cf9c1d1-ada6-40f4-8b2e-9c244aaba82a,Citroën Jumper 2.2 435 L2h2 Hdi 130 Mt6,23.375.000,Citroën,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1132582732-fiat-cronos-precision-18-okm-2023-_JM#position=18&search_layout=grid&type=item&tracking_id=4cf9c1d1-ada6-40f4-8b2e-9c244aaba82a,Fiat Cronos 1.8 16v Precision,5.900.000,Fiat,2021,1.8 16v Precision,Negro,Nafta,4,Manual,1.8,Sedán
0km,https://auto.mercadolibre.com.ar/MLA-1312418192-renault-oroch-2023-13-tce-163-iconic-cvt-2wd-2023-okm-_JM#position=19&search_layout=grid&type=item&tracking_id=4cf9c1d1-ada6-40f4-8b2e-9c244aaba82a,Renault Oroch 1.3 Tce 163 Iconic Cvt 2wd,14.750.046,Renault,2023,1.3 Tce 163 Iconic Cvt 2wd,Nafta,4,Automática,1.3,SUV,0 km
0km,https://auto.mercadolibre.com.ar/MLA-1129992803-citroen-berlingo-hdi-2021-okm-_JM#position=20&search_layout=grid&type=item&tracking_id=4cf9c1d1-ada6-40f4-8b2e-9c244aaba82a,Citroën Berlingo 1.6 Vti 115 Business,8.500.000,Citroën,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1294199419-vw-amarok-confortline-okm-entrega-inmediata-_JM#position=21&search_layout=grid&type=item&tracking_id=4cf9c1d1-ada6-40f4-8b2e-9c244aaba82a,Volkswagen Amarok 2.0 Cd Tdi 180cv Comfortline At,17.600.000,Volkswagen,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1169727133-renault-kangoo-stepway-16-okm-2023-_JM#position=22&search_layout=grid&type=item&tracking_id=4cf9c1d1-ada6-40f4-8b2e-9c244aaba82a,Renault Kangoo 1.6 Stepway,12.098.000,Renault,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1366985258-renault-sandero-life-16-okm-2023-_JM#position=23&search_layout=grid&type=item&tracking_id=4cf9c1d1-ada6-40f4-8b2e-9c244aaba82a,Renault Sandero Life 1.6,7.620.890,Renault,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1392320464-renault-logan-zen-2023-okm-_JM#position=24&search_layout=grid&type=item&tracking_id=4cf9c1d1-ada6-40f4-8b2e-9c244aaba82a,Renault Logan Zen,8.090.655,Renault,2021,Zen,Nafta,4,Manual,Sedán,0 km,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1437441558-fiat-cronos-drive-pack-style-okm-2023-_JM#position=25&search_layout=grid&type=item&tracking_id=4cf9c1d1-ada6-40f4-8b2e-9c244aaba82a,Fiat Cronos 1.3 Drive Mt,8.650.000,Fiat,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1312482350-renault-sandero-zen-2023-16-16v-okm-_JM#position=26&search_layout=grid&type=item&tracking_id=4cf9c1d1-ada6-40f4-8b2e-9c244aaba82a,Renault Sandero 1.6 16v Sense,7.850.700,Renault,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1169721325-renault-kangoo-ii-express-confort-16-sce-2023-okm-oferta-_JM#position=27&search_layout=grid&type=item&tracking_id=4cf9c1d1-ada6-40f4-8b2e-9c244aaba82a,Renault Kangoo Ii Express Confort 1.6 Sce,10.426.000,Renault,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1319265275-fiat-cronos-drive-pack-conectividad-2023-okm-_JM#position=28&search_layout=grid&type=item&tracking_id=4cf9c1d1-ada6-40f4-8b2e-9c244aaba82a,Fiat Cronos 1.3 Gse Drive Pack Conectividad,8.100.000,Fiat,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
